artigoEmPeriodico	2011	http://dx.doi.org/10.1039/c1cp21233h	The role of electron localization in the atomic structure of transition-metal 13-atom clusters: the example of Co13, Rh13, and Hf13	PCCP. Physical Chemistry Chemical Physics (Print)	Piotrowski, Maurício J. ; Piquini, Paulo ; Cândido, Ladir ; Da Silva, Juarez L. F.	C	
artigoEmPeriodico	2011	http://dx.doi.org/10.1039/c1cy00091h	C-S cross-coupling of thiols with aryl iodides under ligand-free conditions using nano cooper oxide as a recyclable catalyst in ionic liquid	Catalysis Science Technology	Schwab R.S. ; Singh D. ; Alberto E.E. ; Piquini, P ; Rodrigues O.E.D. ; Braga A.L.	C	Catalysis Science & Technology
artigoEmPeriodico	2010	http://dx.doi.org/10.1103/PhysRevB.81.195432	Mn-doped cubic BN as an atomiclike memory device: A density functional study	Physical Review. B, Condensed Matter and Materials Physics	da Silva, Antônio J. R. ; PIQUINI, P. ; ARANTES, J. T. ; BAIERLE, R. J. ; FAZZIO, A.	C	
artigoEmPeriodico	2010	http://dx.doi.org/10.1016/j.physleta.2009.11.084	AlN, GaN, AlxGa1?xN nanotubes and GaN/AlxGa1?xN nanotube heterojunctions	Physics Letters. A (Print)	de Almeida, James M. ; KAR, Tapas ; Piquini, Paulo	B2	
artigoEmPeriodico	2010	http://dx.doi.org/10.1063/1.3280048	Low hole effective mass in thin InAs nanowires	Applied Physics Letters	dos Santos, Cla?udia L. ; Piquini, Paulo ; Lima, Erika N. ; Schmidt, Tome M.	C	
artigoEmPeriodico	2010	http://dx.doi.org/10.1103/PhysRevB.81.075408	Diameter dependence of mechanical, electronic, and structural properties of InAs and InP nanowires: A first-principles study	Physical Review. B, Condensed Matter and Materials Physics	dos Santos, Cláudia L. ; Piquini, Paulo	C	
artigoEmPeriodico	2010	http://dx.doi.org/10.1103/PhysRevB.81.155446	Density functional theory investigation of 3d , 4d , and 5d 13-atom metal clusters	Physical Review. B, Condensed Matter and Materials Physics	Piotrowski, Maurício J. ; Piquini, Paulo ; Da Silva, J.L.F	C	
artigoEmPeriodico	2010	http://dx.doi.org/10.1590/s0103-50532010001100017	Synthesis and characterization of [Cd8Cl2Se(SePh)12(PCy3)2]Â 2.5CH3OH	Journal of the Brazilian Chemical Society (Impresso)	Stieler R. ; Bublitz F. ; Burrow R. A. ; de Oliveira G. N. M. ; Villetti M. A. ; Pereira, M. B. ; Lang, E. ; Piquini, Paulo	B3	
artigoEmPeriodico	2009		Electronic and structural properties of two mirrored boron-nitride nanocones with 240º disclination	Brazilian Journal of Physics (Impresso)	MACHADO, Marcelo Pereira ; PIQUINI, P. ; Larkin I.A.	B4	
artigoEmPeriodico	2008	http://dx.doi.org/10.1016/j.diamond.2008.05.001	Theoretical investigation of the hBN(0001)/cBN(111) interface	Diamond and Related Materials	GUERINI, Silvete ; MIWA, R. H. ; SCHMIDT, T. M. ; PIQUINI, P.	B2	
artigoEmPeriodico	2008	http://dx.doi.org/10.1103/PhysRevB.77.115314	Pseudopotential calculations of band gaps and band edges of short-period (InAs)n/(GaSb)m superlattices with different substrates, layer orientations, and interfacial bonds	Physical Review B - Condensed Matter and Materials Physics	PIQUINI, P. ; A Zunger ; Rita Magri	C	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	2008	http://dx.doi.org/10.1103/PhysRevLett.100.186403	Band gap design of quaternary (Ga,In)(As,Sb) semiconductors via the inverse band structure approach	Physical Review Letters	PIQUINI, P. ; Graf P A ; A Zunger	B1	
artigoEmPeriodico	2008	http://dx.doi.org/10.1103/PhysRevB.78.161302	Using superlattice ordering to reduce the band gap of random (In,Ga)As/InP alloys to a target value via the inverse band structure approach	Physical Review B - Condensed Matter and Materials Physics	Piquini, Paulo ; A Zunger	C	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	2007	http://dx.doi.org/10.1002/pssb.200672570	Energetic and electronic properties of BN nanotube bundle under pressure	Physica Status Solidi. B, Basic Research	GUERINI, Silvete ; LEMOS, V. ; PIQUINI, P.	B3	
artigoEmPeriodico	2006	http://dx.doi.org/10.1103/PhysRevB.74.155425	Ab initio study of native defects in SiC nanotubes	Physical Review B - Condensed Matter and Materials Physics	BAIERLE, R. J. ; PIQUINI, P. ; NEVES, L. P. ; MIWA, R. H.	C	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	2006	http://dx.doi.org/10.1021/jp061587s	Hydrogen adsorption on carbon-doped boron nitride nanotube	Journal of Physical Chemistry. B	BAIERLE, R. J. ; PIQUINI, P. ; SCHMIDT, T. M. ; FAZZIO, A.	C	
artigoEmPeriodico	2006	http://dx.doi.org/10.1016/j.tsf.2006.03.028	First principles study of vacancies and Al substitutional impurities in delta-TiN	Thin Solid Films	CARARA, Sabrina da Silva ; THESING, L. A. ; PIQUINI, P.	B5	
artigoEmPeriodico	2006	http://dx.doi.org/10.1088/0957-4484/17/2/036	Theoretical investigation of BN armchair and zigzag nanoarch surfaces	Nanotechnology (Bristol), Inglaterra	PIQUINI, P. ; GUERINI, Silvete Coradi ; LEMOS, V.	B2	Nanotechnology (Bristol. Print)
artigoEmPeriodico	2006	http://dx.doi.org/10.1088/0957-4484/17/6/016	Theoretical investigation on the stability and properties of a (10,0) BN-AlN nanotube junction	Nanotechnology (Bristol), Bristol	PIQUINI, P. ; THESING, Leandro ; KAR, Tapas	B2	Nanotechnology (Bristol. Print)
artigoEmPeriodico	2005	http://dx.doi.org/10.1088/0957-4484/16/6/035	Formation energy of native defects in BN nanotubes :an ab initio study	Nanotechnology (Bristol), Inglaterra	PIQUINI, P. ; FAZZIO, A. ; SCHMIDT, T. M. ; BAIERLE, R. J.	B2	Nanotechnology (Bristol. Print)
artigoEmPeriodico	2005	http://dx.doi.org/10.1103/PhysRevB.71.193305	First principles study of the (11-20)hBN/(11-2)cBN interface	Physical Review B - Condensed Matter and Materials Physics, New York	PIQUINI, P. ; GUERINI, Silvete Coradi	C	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	2005	http://dx.doi.org/10.1088/0957-4484/16/2/022	The influence of the tip structure and the electric field on BN nanocones	Nanotechnology (Bristol), Reino Unido	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo	Qualis nao identificado	Nanotechnology (Bristol), Reino Unido
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.susc.2004.02.035	Ab initio study of BN nanoarches´ surfaces	Surface Science, Holanda	PIQUINI, P. ; GUERINI, Silvete	Qualis nao identificado	Surface Science, Holanda
artigoEmPeriodico	2004	http://dx.doi.org/10.1140/epjb/e2004-00146-5	Theoretical study of Si impurities in BN nanotubes	European Physical Journal B, França	PIQUINI, P. ; GUERINI, Silvete Coradi ; KAR, Tapas	C	European Physical Journal Plus
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.cplett.2004.05.088	Charge distributions in BN nanocones: electric field and tip termination effects	Chemical Physics Letters, Holanda	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo	B2	Chemical Physics Letters (Print)
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0026-2692(03)00084-3	Theoretical investigation of TiB2 nanotubes	Microelectronics Journal	GUERINI, Silvete ; PIQUINI, P.	C	
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0026-2692(03)00044-2	Electronic properties of BN nanocones under electric fields	Microelectronics Journal	MACHADO, Marcelo Pereira ; PIQUINI, P. ; MOTA, Ronaldo	C	
artigoEmPeriodico	2003	http://dx.doi.org/10.1103/PhysRevB.67.113407	Theoretical study of native defects in BN nanotubes	Physical Review B - Condensed Matter and Materials Physics	PIQUINI, P. ; BAIERLE, R. J. ; SCHMIDT, T. M. ; FAZZIO, A.	C	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	2003	http://dx.doi.org/10.1002/qua.10700	Structural and electronic properties of small BxNy (x+y=6) clusters	International Journal of Quantum Chemistry, Hoboken, Estados Unidos	PIQUINI, P. ; GUERINI, Silvete	B3	International Journal of Quantum Chemistry
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S1044-5803(03)00085-8	Electronic properties of BN nanocones	Materials Characterization	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo	B3	
artigoEmPeriodico	2003	http://dx.doi.org/10.1140/epjd/e2003-00040-X	Energetics and electronic properties of BN nanocones with pentagonal rings at their apexes	European Physical Journal D	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo	C	European Physical Journal Plus
artigoEmPeriodico	2002	http://dx.doi.org/10.1002/pssc.200306216	Electronic and Structural Properties of 240 nanocones	Physica Status Solidi. C, Conferences and Critical Reviews	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo	Qualis nao identificado	Physica Status Solidi. C, Conferences and Critical Reviews
artigoEmPeriodico	2001	http://dx.doi.org/10.1007/s100530170050	Systematic study of small BN clusters	The European Physical Journal. D, Atomic, Molecular and Optical Physics (Print)	PIQUINI, P. ; GUERINI, Silvete	B5	
artigoEmPeriodico	2000	http://dx.doi.org/10.1557/proc-633-a14.33	Electronic and Structural Properties of Carbon Nanotubes Molecular Junction	MRS Proceedings	PIQUINI, P. ; MACHADO, Marcelo Pereira ; MOTA, Ronaldo ; FAZZIO, A.	C	
artigoEmPeriodico	1999	http://dx.doi.org/10.1016/S0038-1098(98)00606-1	Concerted-exchange mechanism for antistructure pair defects in GaAs	Solid State Communications	PIQUINI, P. ; JANOTTI, A. ; FAZZIO, A. ; MOTA, Ronaldo	B2	
artigoEmPeriodico	1999		Etapas Iniciais de Reações Complexas Através do Softness Local dos Reagentes Isolados	Ciência e Natura, Santa Maria, RS	PIQUINI, P. ; LUDWIG, V.	Qualis nao identificado	Ciência e Natura, Santa Maria, RS
trabalhoCompletoEmCongresso	2002		Energetics and electronic properties of BN nanocone with pentagonal rings at their apex 	Physics of Semiconductors 2002	PIQUINI, P. ; MOTA, Ronaldo ; MACHADO, Marcelo Pereira	Qualis nao identificado	Physics of Semiconductors 2002
trabalhoCompletoEmCongresso	1999		Electronic and Structural Properties of Carbon Nanotubes Molecular Junction	Fall Meeting of the Material Research Society	PIQUINI, P. ; FAZZIO, A. ; MOTA, Ronaldo ; MACHADO, Marcelo Pereira	Qualis nao identificado	Fall Meeting of the Material Research Society
